BYB1-G07	ROT2	0.0	0.0	0.0	0.09	0.34	0.52	0.47	0.32	0.14	0.05	0.01	0.03
BYB1-G07	DOT6	0.0	0.0	0.01	0.05	0.27	0.29	0.33	0.39	0.7	0.9	0.93	0.99
BYB1-G07	PMD1	0.0	0.0	0.0	0.05	0.44	0.55	0.56	0.31	0.19	0.02	0.13	0.02
BYB1-G07	Intergenic	0.0	0.0	0.01	0.1	0.52	0.58	0.57	0.28	0.24	0.03	0.04	0.04
BYB1-G07	PCT1	0.0	0.0	0.0	0.03	0.31	0.34	0.29	0.56	0.81	0.89	0.96	0.94
BYB1-G07	YUR1	0.0	0.0	0.0	0.02	0.29	0.33	0.39	0.49	0.76	0.87	0.9	0.98
BYB1-G07	Intergenic	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.15	0.13	0.0	0.0	0.0
BYB1-G07	LTV1	0.0	0.0	0.0	0.0	0.05	0.15	0.07	0.0	0.0	0.0	0.01	0.0
BYB1-G07	SPC3	0.0	0.11	0.33	0.54	0.38	0.23	0.25	0.43	0.75	0.94	0.95	0.93
BYB1-G07	HXT14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.15	0.31	0.52	0.61
BYB1-G07	IPI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.2	0.39	0.54
BYB1-G07	Intergenic	0.0	0.0	0.01	0.09	0.36	0.63	0.54	0.26	0.14	0.09	0.01	0.06
BYB1-G07	WHI2	0.0	0.0	0.06	0.29	0.38	0.51	0.41	0.28	0.26	0.13	0.02	0.03
BYB1-G07	WHI2	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.39	0.75	0.98	0.91	0.96
BYB1-G07	STE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.11	0.13	0.26	0.54
BYB1-G07	YPR117W	0.0	0.02	0.17	0.33	0.11	0.02	0.05	0.04	0.06	0.0	0.0	0.0
BYB1-G07	Intergenic	0.0	0.0	0.0	0.07	0.05	0.11	0.07	0.06	0.0	0.02	0.0	0.0
BYB1-G07	YPR196W	0.0	0.0	0.0	0.08	0.45	0.56	0.41	0.31	0.18	0.03	0.04	0.06
BYB1-H06	FLC2	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.06	0.1	0.26	0.47	0.5
BYB1-H06	REB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.05	0.17	0.21
BYB1-H06	PER1	0.0	0.0	0.03	0.0	0.02	0.1	0.11	0.04	0.0	0.0	0.0	0.0
BYB1-H06	Intergenic	0.0	0.0	0.0	0.0	0.02	0.02	0.11	0.64	0.91	1.0	0.99	1.0
BYB1-H06	Intergenic	0.0	0.0	0.04	0.12	0.14	0.02	0.04	0.0	0.0	0.0	0.01	0.0
BYB1-H06	Intergenic	0.0	0.0	0.0	0.0	0.05	0.13	0.39	0.82	0.99	1.0	1.0	0.99
BYB1-H06	ALK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.98	1.0	0.99	1.0
BYB1-H06	GOS1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.61	0.96	1.0	0.99	0.99
BYB1-H06	RRP3	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.12	0.13	0.1	0.04	0.05
BYB1-H06	BAT1	0.0	0.02	0.19	0.17	0.16	0.08	0.03	0.0	0.01	0.02	0.0	0.0
BYB1-H06	YIL055C	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.69	0.97	0.99	1.0	1.0
BYB1-H06	HXT8	0.01	0.01	0.17	0.36	0.22	0.05	0.03	0.0	0.0	0.0	0.0	0.0
BYB1-H06	Intergenic	0.0	0.02	0.0	0.02	0.14	0.34	0.32	0.89	0.98	1.0	1.0	1.0
BYB1-H06	Intergenic	0.0	0.0	0.0	0.01	0.03	0.09	0.11	0.65	0.99	0.99	1.0	0.99
BYB1-H06	RAX2	0.0	0.01	0.05	0.31	0.33	0.35	0.21	0.04	0.0	0.0	0.0	0.0
BYB1-H06	ZRT2	0.0	0.08	0.36	0.29	0.39	0.59	0.74	0.9	0.99	1.0	0.99	0.99
BYB1-H06	GIS4	0.0	0.0	0.12	0.32	0.45	0.32	0.22	0.06	0.0	0.01	0.0	0.0
BYB1-H06	DLT1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.09	0.17	0.23
BYB1-H06	GAT2	0.0	0.11	0.35	0.25	0.35	0.42	0.69	0.86	0.89	0.89	0.92	0.85
BYB1-H06	Intergenic	0.0	0.0	0.0	0.05	0.2	0.29	0.1	0.0	0.0	0.0	0.01	0.0
BYB1-H06	YNL165W	0.01	0.0	0.08	0.21	0.32	0.34	0.18	0.05	0.0	0.0	0.0	0.0
BYB1-H06	SFL1	0.01	0.0	0.0	0.03	0.15	0.31	0.46	0.83	1.0	1.0	0.99	1.0
BYB1-H06	GPB1	0.0	0.04	0.3	0.24	0.36	0.64	0.75	0.96	1.0	1.0	1.0	1.0
BYB1-H06	DIG1	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.62	0.93	0.99	0.99	0.99
BYB1-H10	CNE1	0.0	0.0	0.0	0.0	0.0	0.19	0.39	0.21	0.23	0.17	0.01	0.02
BYB1-H10	GPB2	0.0	0.0	0.0	0.0	0.0	0.17	0.33	0.27	0.26	0.13	0.03	0.0
BYB1-H10	YBL008W-A	0.01	0.0	0.0	0.02	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.26
BYB1-H10	Intergenic	0.02	0.01	0.0	0.03	0.11	0.19	0.25	0.15	0.06	0.04	0.0	0.0
BYB1-H10	IRA1	0.0	0.0	0.03	0.07	0.11	0.07	0.2	0.27	0.35	0.65	0.73	0.97
BYB1-H10	ROT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.08	0.37	0.58
BYB1-H10	IDP1	0.0	0.0	0.0	0.03	0.08	0.02	0.1	0.22	0.29	0.43	0.4	0.25
BYB1-H10	Intergenic	0.0	0.0	0.0	0.01	0.08	0.2	0.36	0.26	0.26	0.07	0.04	0.0
BYB1-H10	TVP15	0.0	0.0	0.0	0.02	0.07	0.15	0.54	0.47	0.29	0.12	0.04	0.02
BYB1-H10	CRF1	0.0	0.0	0.0	0.04	0.08	0.16	0.12	0.14	0.1	0.0	0.05	0.0
BYB1-H10	YDRWTy2-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.17	0.24	0.34	0.35
BYB1-H10	YDR340W	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.11	0.28	0.5
BYB1-H10	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.14	0.11	0.13
BYB1-H10	Intergenic	0.0	0.0	0.02	0.0	0.01	0.01	0.11	0.22	0.23	0.38	0.39	0.31
BYB1-H10	MIP6	0.0	0.0	0.0	0.05	0.14	0.21	0.26	0.2	0.09	0.03	0.0	0.0
BYB1-H10	YHR033W	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.02	0.04	0.12	0.31	0.61
BYB1-H10	AXL2	0.0	0.0	0.0	0.0	0.04	0.13	0.05	0.05	0.01	0.0	0.0	0.01
BYB1-H10	LAA1	0.0	0.0	0.0	0.0	0.01	0.02	0.07	0.15	0.35	0.51	0.58	0.22
BYB1-H10	YJL171C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.14	0.36	0.58
BYB1-H10	ALY2	0.0	0.01	0.0	0.01	0.0	0.01	0.07	0.23	0.27	0.47	0.49	0.13
BYB1-H10	TUL1	0.0	0.0	0.14	0.29	0.37	0.42	0.19	0.23	0.23	0.08	0.13	0.06
BYB1-H10	DCR2	0.0	0.0	0.07	0.13	0.08	0.02	0.02	0.0	0.0	0.0	0.0	0.02
BYB1-H10	MUB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.06	0.06	0.23	0.56
BYB1-H10	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.12	0.42	0.63
BYB1-H10	KRE5	0.0	0.0	0.02	0.0	0.0	0.02	0.1	0.11	0.28	0.52	0.57	0.2
BYB1-H10	Intergenic	0.06	0.01	0.01	0.02	0.02	0.0	0.01	0.0	0.07	0.11	0.27	0.44
BYB2-E05	Intergenic	0.0	0.0	0.0	0.25	0.39	0.06	0.0	0.0	0.0	0.01	0.03	0.0
BYB2-E05	IRA1	0.0	0.02	0.35	0.36	0.38	0.78	0.87	0.68	0.73	0.71	0.7	0.52
BYB2-E05	IRA1	0.0	0.0	0.07	0.1	0.07	0.03	0.05	0.1	0.29	0.17	0.21	0.31
BYB2-E05	ROT2	0.01	0.0	0.0	0.03	0.18	0.47	0.73	0.73	0.78	0.65	0.65	0.38
BYB2-E05	PCA1	0.0	0.0	0.0	0.0	0.01	0.0	0.05	0.19	0.17	0.16	0.16	0.3
BYB2-E05	Intergenic	0.0	0.01	0.0	0.0	0.03	0.21	0.19	0.08	0.05	0.1	0.04	0.25
BYB2-E05	Intergenic	0.01	0.0	0.0	0.23	0.23	0.03	0.02	0.0	0.0	0.0	0.0	0.0
BYB2-E05	PCL10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.05	0.28	0.34
BYB2-E05	HSF1	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.04	0.1	0.16	0.23	0.36
BYB2-E05	TFC4	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.03	0.02	0.11
BYB2-E05	SSZ1	0.0	0.0	0.02	0.3	0.34	0.05	0.0	0.01	0.0	0.0	0.0	0.01
BYB2-E05	HUL4	0.0	0.0	0.0	0.01	0.04	0.15	0.18	0.22	0.04	0.09	0.07	0.03
BYB2-E05	UTR1	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.02	0.03	0.0	0.13	0.09
BYB2-E05	VPS70	0.0	0.0	0.0	0.01	0.1	0.18	0.26	0.18	0.36	0.38	0.48	0.31
BYB2-E05	YPK1	0.0	0.0	0.0	0.0	0.06	0.12	0.16	0.11	0.27	0.33	0.46	0.35
BYB2-E05	DPS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.05	0.26	0.3
BYB2-E05	ACE2	0.0	0.01	0.08	0.25	0.06	0.0	0.0	0.0	0.0	0.0	0.02	0.0
BYB2-E05	ACE2	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.02	0.04	0.17	0.19	0.15
BYB2-E05	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.09	0.15	0.34	0.21
BYB2-E05	PSE1	0.0	0.02	0.34	0.19	0.39	0.7	0.76	0.71	0.78	0.63	0.67	0.47
BYB2-E05	YOL075C	0.0	0.0	0.01	0.22	0.33	0.07	0.0	0.0	0.0	0.0	0.01	0.0
BYB2-E05	Intergenic	0.0	0.02	0.01	0.06	0.02	0.08	0.03	0.13	0.24	0.26	0.16	0.3
BYB2-E05	KRE6	0.0	0.0	0.0	0.0	0.01	0.0	0.09	0.15	0.21	0.15	0.27	0.31
BYB2-F07	IRA1	0.0	0.05	0.63	0.94	0.95	0.98	0.98	0.94	0.95	0.99	1.0	0.99
BYB2-F07	RTN2	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.09	0.35	0.4	0.62	0.69
BYB2-F07	CDC43	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.08	0.29	0.59	0.63	0.68
BYB2-F07	CWH41	0.0	0.02	0.4	0.81	0.86	0.92	0.91	0.87	0.85	0.95	0.98	0.93
BYB2-F07	HGH1	0.0	0.0	0.0	0.01	0.01	0.0	0.04	0.11	0.1	0.07	0.04	0.03
BYB2-F07	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.43	0.53	0.68	0.62
BYB2-F07	STE11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.04	0.06	0.19
BYB2-F07	CMP2	0.0	0.02	0.5	0.89	0.8	0.94	0.88	0.96	0.96	0.97	0.99	1.0
BYB2-F07	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.07	0.44	0.43	0.78	0.76
BYB2-F07	Intergenic	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.08	0.3	0.41	0.61	0.57
BYB2-F07	SFL1	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.05	0.12	0.2
BYB2-F07	Intergenic	0.02	0.03	0.04	0.1	0.06	0.07	0.13	0.2	0.44	0.47	0.59	0.7
BYB2-F09	IRA1	0.0	0.03	0.44	0.36	0.4	0.86	0.89	0.94	0.94	0.89	0.88	0.68
BYB2-F09	ROT2	0.0	0.0	0.0	0.04	0.21	0.64	0.65	0.72	0.58	0.48	0.58	0.57
BYB2-F09	NOP14	0.0	0.0	0.0	0.04	0.21	0.64	0.75	0.61	0.8	0.58	0.66	0.65
BYB2-F09	KEG1	0.0	0.0	0.14	0.21	0.16	0.07	0.02	0.0	0.0	0.0	0.0	0.0
BYB2-F09	YUR1	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.04	0.11	0.14	0.18
BYB2-F09	UFD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.09	0.11	0.16
BYB2-F09	PTR2	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.02	0.06	0.13	0.19
BYB2-F09	YLR046C	0.0	0.0	0.0	0.0	0.11	0.01	0.0	0.0	0.0	0.0	0.01	0.0
BYB2-F09	YMR259C	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.04	0.02	0.02	0.06	0.22
BYB2-F09	WHI2	0.0	0.0	0.05	0.05	0.11	0.15	0.03	0.03	0.06	0.09	0.18	0.36
BYB2-F09	UBP2	0.0	0.0	0.0	0.0	0.02	0.14	0.14	0.19	0.14	0.07	0.08	0.05
BYB2-F09	TEA1	0.0	0.0	0.0	0.02	0.13	0.09	0.06	0.03	0.05	0.11	0.22	0.35
BYB2-F09	Intergenic	0.0	0.02	0.0	0.02	0.28	0.77	0.63	0.7	0.65	0.49	0.72	0.55
BYB2-F09	Intergenic	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.04	0.05	0.11	0.08	0.19
BYB2-F09	HAA1	0.0	0.0	0.0	0.04	0.3	0.73	0.67	0.77	0.68	0.72	0.65	0.63
BYB2-F10	GAL1	0.0	0.03	0.0	0.02	0.21	0.45	0.4	0.44	0.65	0.38	0.15	0.01
BYB2-F10	Intergenic	0.0	0.06	0.06	0.59	0.9	0.95	0.97	0.97	0.99	0.96	0.97	0.96
BYB2-F10	ROT2	0.01	0.01	0.0	0.0	0.0	0.01	0.06	0.26	0.53	0.31	0.12	0.03
BYB2-F10	ROT2	0.0	0.02	0.0	0.17	0.58	0.58	0.58	0.48	0.44	0.59	0.89	0.87
BYB2-F10	Intergenic	0.01	0.02	0.02	0.22	0.52	0.64	0.6	0.4	0.48	0.46	0.88	0.9
BYB2-F10	CSE1	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.24	0.57	0.64
BYB2-F10	MIG1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.03	0.1	0.14	0.21
BYB2-F10	STE12	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.15	0.32	0.48
BYB2-F10	BCY1	0.02	0.05	0.05	0.59	0.98	1.0	1.0	1.0	0.98	1.0	1.0	1.0
BYB2-F10	URB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.1	0.16
BYB2-F10	GAP1	0.0	0.0	0.1	0.18	0.05	0.0	0.0	0.01	0.0	0.0	0.0	0.01
BYB2-F10	PTR2	0.0	0.05	0.09	0.42	0.92	1.0	0.99	1.0	0.99	1.0	1.0	1.0
BYB2-F10	YLR162W	0.03	0.01	0.02	0.07	0.04	0.02	0.04	0.02	0.07	0.22	0.57	0.54
BYB2-F10	Intergenic	0.0	0.01	0.0	0.0	0.0	0.01	0.1	0.29	0.6	0.44	0.16	0.12
BYB2-F10	RNH1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.03	0.13	0.13	0.14
BYB2-F10	MDJ2	0.0	0.01	0.0	0.01	0.01	0.01	0.08	0.14	0.28	0.21	0.15	0.19
BYB2-F10	Intergenic	0.0	0.01	0.0	0.01	0.1	0.27	0.34	0.36	0.65	0.45	0.19	0.03
BYB2-F10	CMK2	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.11	0.32	0.39
BYB2-F10	WHI2	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.04	0.27	0.58	0.6
BYB2-F10	ENV9	0.0	0.04	0.1	0.57	0.97	1.0	0.99	1.0	1.0	1.0	1.0	0.99
BYB2-F10	YPL277C	0.0	0.0	0.0	0.0	0.01	0.0	0.15	0.22	0.34	0.27	0.09	0.28
BYB2-F10	CUP9	0.0	0.0	0.0	0.0	0.01	0.01	0.09	0.21	0.31	0.17	0.15	0.31
BYB2-F10	CUP9	0.0	0.02	0.0	0.01	0.26	0.36	0.34	0.45	0.53	0.44	0.19	0.07
BYB2-F10	COX1	0.0	0.05	0.16	0.49	0.91	0.97	0.92	0.94	0.93	1.0	0.95	0.96
BYS1-A04	Intergenic	0.0	0.0	0.05	0.24	0.35	0.45	0.26	0.11	0.0	0.0	0.08	0.0
BYS1-A04	FAT1	0.0	0.0	0.0	0.14	0.25	0.18	0.04	0.04	0.04	0.02	0.03	0.01
BYS1-A04	IRA1	0.0	0.01	0.0	0.01	0.03	0.21	0.63	0.86	0.87	0.97	1.0	1.0
BYS1-A04	ROT2	0.0	0.47	0.6	0.86	0.92	0.99	1.0	1.0	1.0	1.0	1.0	1.0
BYS1-A04	KEG1	0.0	0.19	0.39	0.05	0.01	0.0	0.03	0.0	0.0	0.0	0.0	0.0
BYS1-A04	PAC10	0.0	0.0	0.06	0.42	0.67	0.48	0.09	0.1	0.04	0.06	0.01	0.03
BYS1-A04	MNL1	0.01	0.0	0.0	0.11	0.08	0.17	0.08	0.01	0.0	0.01	0.0	0.0
BYS1-A04	Intergenic	0.0	0.03	0.13	0.35	0.24	0.18	0.04	0.02	0.03	0.01	0.0	0.0
BYS1-A04	FAS1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.04	0.08	0.13	0.11
BYS1-A04	FMP27	0.0	0.19	0.16	0.03	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0
BYS1-A04	POL1	0.0	0.0	0.0	0.0	0.01	0.02	0.13	0.14	0.11	0.14	0.16	0.1
BYS1-A04	AHC1	0.01	0.01	0.04	0.3	0.7	0.44	0.12	0.04	0.08	0.01	0.04	0.04
BYS1-A04	STE4	0.01	0.01	0.33	0.73	0.95	0.65	0.32	0.16	0.15	0.04	0.04	0.01
BYS1-A04	Intergenic	0.0	0.0	0.0	0.0	0.06	0.19	0.76	0.69	1.0	0.83	0.91	1.0
BYS1-A07	SNC1	0.01	0.0	0.14	0.95	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99
BYS1-A07	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.47	0.55	0.42
BYS1-A07	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.05	0.04	0.04
BYS1-A07	XRN1	0.0	0.0	0.0	0.0	0.12	0.13	0.08	0.05	0.03	0.0	0.01	0.0
BYS1-A07	SCS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.04	0.02	0.09	0.15
BYS1-A07	AXL2	0.01	0.0	0.09	0.92	0.97	1.0	0.99	1.0	1.0	1.0	1.0	0.99
BYS1-A07	UTH1	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.17	0.12	0.15
BYS1-A07	MLP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.38	0.44	0.59
BYS1-A07	Intergenic	0.0	0.07	0.12	0.89	0.99	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BYS1-A07	CTS1	0.0	0.0	0.0	0.07	0.93	1.0	1.0	1.0	1.0	1.0	1.0	0.99
BYS1-A07	STE11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.29	0.68	0.83	0.97
BYS1-A07	VIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.13
BYS1-A08	IRA1	0.0	0.0	0.08	0.09	0.13	0.09	0.01	0.01	0.0	0.0	0.03	0.0
BYS1-A08	YDR056C	0.0	0.0	0.01	0.0	0.01	0.01	0.06	0.09	0.06	0.09	0.15	0.06
BYS1-A08	Intergenic	0.0	0.0	0.0	0.0	0.07	0.26	0.34	0.29	0.55	0.65	0.56	0.55
BYS1-A08	STE12	0.0	0.0	0.0	0.04	0.32	0.62	0.9	0.98	0.97	1.0	0.97	0.97
BYS1-A08	ELO1	0.0	0.07	0.66	0.97	1.0	0.99	1.0	1.0	1.0	1.0	0.99	0.99
BYS1-A08	Intergenic	0.0	0.0	0.0	0.0	0.04	0.05	0.06	0.04	0.07	0.03	0.11	0.16
BYS1-A08	Intergenic	0.0	0.0	0.09	0.11	0.16	0.02	0.04	0.02	0.01	0.0	0.0	0.01
BYS1-A08	GAS1	0.0	0.08	0.61	0.99	0.99	1.0	1.0	1.0	1.0	0.99	1.0	1.0
BYS1-A09	CNE1	0.0	0.0	0.0	0.0	0.03	0.1	0.26	0.35	0.65	0.71	1.0	1.0
BYS1-A09	GPB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.14	0.6	0.87	0.99
BYS1-A09	Intergenic	0.0	0.01	0.01	0.05	0.02	0.14	0.38	0.32	0.64	0.8	0.92	1.0
BYS1-A09	ATG22	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.05	0.2	0.49	0.88	0.96
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.0	0.07	0.17	0.44	0.36	0.08	0.01	0.0
BYS1-A09	Intergenic	0.0	0.0	0.01	0.04	0.09	0.14	0.08	0.07	0.0	0.0	0.0	0.0
BYS1-A09	Intergenic	0.0	0.0	0.0	0.02	0.0	0.0	0.26	0.45	0.26	0.21	0.01	0.0
BYS1-A09	KRE2	0.0	0.01	0.0	0.0	0.08	0.12	0.0	0.0	0.0	0.0	0.0	0.0
BYS1-A09	Intergenic	0.0	0.01	0.01	0.03	0.01	0.0	0.01	0.02	0.0	0.03	0.06	0.14
BYS1-A09	NSA2	0.0	0.0	0.0	0.0	0.11	0.09	0.01	0.0	0.0	0.0	0.0	0.0
BYS1-A09	DMC1	0.0	0.01	0.0	0.01	0.0	0.03	0.22	0.41	0.39	0.23	0.04	0.0
BYS1-A09	KIP3	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.17
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.16	0.09	0.03	0.0	0.0	0.0	0.0	0.0
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.0	0.07	0.16	0.38	0.56	0.76	0.83	0.95
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.09	0.21	0.08	0.02	0.01	0.02	0.0	0.0
BYS1-A09	SAY1	0.0	0.0	0.0	0.0	0.0	0.02	0.09	0.18	0.2	0.16	0.04	0.0
BYS1-A09	Intergenic	0.0	0.0	0.0	0.08	0.18	0.06	0.04	0.0	0.02	0.0	0.0	0.0
BYS1-A09	STE12	0.0	0.01	0.0	0.0	0.13	0.2	0.09	0.0	0.02	0.0	0.01	0.0
BYS1-A09	IRR1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.18	0.52	0.86	0.95
BYS1-A09	Intergenic	0.01	0.01	0.01	0.01	0.02	0.05	0.24	0.38	0.55	0.67	0.83	0.92
BYS1-A09	YUR1	0.0	0.0	0.0	0.0	0.0	0.08	0.22	0.45	0.36	0.1	0.03	0.01
BYS1-A09	ALB1	0.0	0.0	0.01	0.0	0.13	0.14	0.0	0.0	0.0	0.0	0.0	0.0
BYS1-A09	Intergenic	0.0	0.0	0.02	0.01	0.14	0.14	0.13	0.0	0.0	0.0	0.0	0.0
BYS1-A09	MOG1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.06	0.15	0.6	0.82	0.96
BYS1-A09	RSF2	0.0	0.0	0.0	0.0	0.0	0.07	0.21	0.49	0.55	0.85	0.94	0.98
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.02	0.03	0.13
BYS1-A09	CAB3	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.2	0.27	0.64	0.91	0.98
BYS1-A09	Intergenic	0.0	0.0	0.01	0.02	0.23	0.1	0.0	0.0	0.0	0.0	0.01	0.0
BYS1-A09	URB1	0.0	0.04	0.03	0.01	0.08	0.09	0.14	0.29	0.42	0.22	0.01	0.0
BYS1-A09	YLR108C	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.1	0.24	0.73	0.9	0.97
BYS1-A09	Intergenic	0.0	0.0	0.0	0.01	0.0	0.01	0.21	0.57	0.35	0.22	0.01	0.01
BYS1-A09	Intergenic	0.0	0.0	0.0	0.0	0.0	0.03	0.35	0.6	0.38	0.12	0.04	0.01
BYS1-A09	Intergenic	0.0	0.03	0.0	0.01	0.1	0.35	0.27	0.01	0.03	0.0	0.0	0.0
BYS1-A09	PNT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.15	0.72	0.81	0.96
